RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-755;9;Masculino;Pública;8,57;8,74;;ALFA;ALFA O - G2/G3;68,2;17,4;1,8;;;;;10;9,5;7,52;9,2;9,2;9,2;;10,01;5;-1;;;;7,5;0,1;0,86;0,89;;0,08;0,09;0,05;;;;;1;0,95;0,67;0,92;0,92;0,92;1;0,33;0,5;0,67;1;
RA-763;10;Feminino;Pública;7,4;6,72;;ALFA;ALFA O - G2/G3;654,8;128;8,4;;;;;0;9,2;3,14;7,9;7,8;8;;9;5;-2;;;;6,88;0,15;0,68;0,53;;0,76;0,66;0,44;;;;;0;0,92;0,09;0,79;0,78;0,8;0,87;0,33;0,38;0,58;0;
RA-757;10;Feminino;Pública;8,26;8,67;;ALFA;ALFA O - G2/G3;73,8;19,4;2,4;;;;;9;9,6;7,52;9,3;9,5;9;;10,01;5;-2;;;;7,5;0,15;0,82;0,88;;0,08;0,1;0,08;;;;;0,9;0,96;0,67;0,93;0,95;0,9;1;0,33;0,38;0,67;0;
RA-959;8;Masculino;Pública;8,08;8,67;;ALFA;ALFA O - G2/G3;63,6;15;2,2;;;;;10;9,6;7,52;7,7;7,7;7,7;;8,84;10;0;;;;6,88;0,05;0,79;0,88;;0,07;0,07;0,07;;;;;1;0,96;0,67;0,77;0,77;0,77;0,84;1;0,62;0,58;1;
RA-960;10;Masculino;Pública;6,92;7,08;;ALFA;ALFA O - G2/G3;523,8;119,4;7,4;;;;;8,5;10;7,52;6,3;6,5;6;;5,85;5;-2;;;;5,62;0,15;0,61;0,59;;0,61;0,62;0,38;;;;;0,85;1;0,67;0,63;0,65;0,6;0,45;0,33;0,38;0,42;1;
RA-961;9;Masculino;Pública;6,87;6;;ALFA;ALFA O - G2/G3;715,6;139,2;7,6;;;;;0;8,7;2,52;6,2;6,2;6,2;;8,66;5;-1;;;;5,31;0,1;0,6;0,4;;0,83;0,72;0,39;;;;;0;0,87;0;0,62;0,62;0,62;0,82;0,33;0,5;0,37;1;
RA-962;;Feminino;Pública;8,08;8,47;;ALFA;ALFA Q - G2/G3;115,2;30,8;3;;;;;9;9,2;7,52;8,7;9,5;7,8;;10,01;5;-1;;;;7,5;;0,79;0,84;;0,13;0,16;0,12;;;;;0,9;0,92;0,67;0,87;0,95;0,78;1;0,33;0,5;0,67;0;
RA-805;9;Masculino;Pública;8,28;6,49;;ALFA;ALFA Q - G2/G3;709;115,8;8,8;;;;;0;9,1;7,52;6,8;6,8;6,8;;7,18;5;-1;;;;6,25;0,1;0,82;0,49;;0,82;0,6;0,46;;;;;0;0,91;0,67;0,68;0,68;0,68;0,62;0,33;0,5;0,5;1;
RA-806;9;Masculino;Pública;7,56;7,29;;ALFA;ALFA Q - G2/G3;379;107;5,6;;;;;8,5;8,3;6,27;7,8;7,8;7,7;;7,1;5;-1;;;;6,88;0,1;0,71;0,63;;0,44;0,55;0,27;;;;;0,85;0,83;0,5;0,78;0,78;0,77;0,61;0,33;0,5;0,58;1;
RA-807;9;Masculino;Pública;8,12;7,86;;ALFA;ALFA Q - G2/G3;186,8;49;3,6;;;;;9,5;9,1;7,52;8;8,3;7,7;;8,08;5;-1;;;;6,25;0,1;0,79;0,73;;0,22;0,25;0,15;;;;;0,95;0,91;0,67;0,8;0,83;0,77;0,74;0,33;0,5;0,5;1;
RA-963;;Feminino;Pública;8,31;8,61;;ALFA;ALFA Q - G2/G3;115,4;30,4;2,2;;;;;9,5;9,8;7,52;8,5;8,3;8,7;;10,01;5;-1;;;;7,5;;0,82;0,86;;0,13;0,15;0,07;;;;;0,95;0,98;0,67;0,85;0,83;0,87;1;0,33;0,5;0,67;0;
RA-964;9;Masculino;Pública;7,75;7,8;;ALFA;ALFA Q - G2/G3;242,8;65;3,4;;;;;8,5;9,4;7,52;7,2;7,3;7;;8,5;5;-1;;;;6,88;0,1;0,74;0,72;;0,28;0,34;0,14;;;;;0,85;0,94;0,67;0,72;0,73;0,7;0,8;0,33;0,5;0,58;1;
RA-965;9;Feminino;Pública;6,77;6,48;;ALFA;ALFA Q - G2/G3;567;144,8;10,4;;;;;8,5;8,2;6,27;4,7;5,3;4;;7,18;5;-1;;;;5;0,1;0,58;0,49;;0,66;0,75;0,55;;;;;0,85;0,82;0,5;0,47;0,53;0,4;0,62;0,33;0,5;0,33;0;
RA-966;;Masculino;Pública;7,41;7,44;;ALFA;ALFA Q - G2/G3;425,4;94,2;6,4;;;;;10;10;7,52;5;5;5;;7,68;5;-1;;;;6,56;;0,68;0,66;;0,49;0,49;0,32;;;;;1;1;0,67;0,5;0,5;0,5;0,69;0,33;0,5;0,54;1;
RA-967;;Masculino;Pública;7,08;7,13;;ALFA;ALFA Q - G2/G3;459;128,8;8,6;;;;;9,5;8;7,52;6,5;6,5;6,5;;7,35;5;-2;;;;5,62;;0,63;0,6;;0,53;0,67;0,45;;;;;0,95;0,8;0,67;0,65;0,65;0,65;0,65;0,33;0,38;0,42;1;
RA-968;;Feminino;Pública;8,16;8,49;;ALFA;ALFA Q - G2/G3;115,4;30,4;2,2;;;;;9;9,7;7,52;8,3;8;8,5;;10,01;5;-1;;;;7,5;;0,8;0,84;;0,13;0,15;0,07;;;;;0,9;0,97;0,67;0,83;0,8;0,85;1;0,33;0,5;0,67;0;
RA-812;8;Masculino;Pública;7,5;8,04;;ALFA;ALFA Q - G2/G3;205,8;52;3;;;;;9,5;9,1;7,52;5,8;6,3;5,3;;8,33;10;0;;;;6,88;0,05;0,7;0,76;;0,24;0,27;0,12;;;;;0,95;0,91;0,67;0,58;0,63;0,53;0,78;1;0,62;0,58;1;
RA-969;8;Masculino;Pública;7,12;7,77;;ALFA;ALFA Q - G2/G3;292,8;68,8;3,6;;;;;8,5;9,7;7,52;5,5;6;5;;7,51;10;0;;;;6,25;0,05;0,64;0,72;;0,34;0,35;0,15;;;;;0,85;0,97;0,67;0,55;0,6;0,5;0,67;1;0,62;0,5;1;
RA-970;;Feminino;Pública;6,62;9;;ALFA;ALFA R - G0/G1;60;14,4;2,2;;;;;8,5;8,1;7,52;9,4;9,2;9,5;;9,84;10;0;;;;9,38;;0,56;0,93;;0,07;0,07;0,07;;;;;0,85;0,81;0,67;0,94;0,92;0,95;0,98;1;0,62;0,92;0;
RA-971;;Masculino;Pública;6,62;7,02;;ALFA;ALFA R - G0/G1;425,2;101,6;7,8;;;;;7,8;6,4;3,77;6,9;5,5;8,3;;8,17;10;0;;;;5,62;;0,56;0,58;;0,49;0,53;0,4;;;;;0,78;0,64;0,17;0,69;0,55;0,83;0,75;1;0,62;0,42;1;
RA-972;8;Masculino;Pública;7,1;7,54;;ALFA;ALFA R - G0/G1;255,8;59,6;3,6;;;;;9;9,1;3,77;6;6,2;5,7;;7,84;10;0;;;;6,88;0,05;0,63;0,67;;0,3;0,31;0,15;;;;;0,9;0,91;0,17;0,6;0,62;0,57;0,71;1;0,62;0,58;1;
RA-973;;Masculino;Pública;6,8;5,83;;ALFA;ALFA R - G0/G1;761,2;157,8;9,2;;;;;0;8,6;3,77;5,2;6,2;4,1;;7,42;5;-1;;;;7,19;;0,59;0,37;;0,88;0,82;0,48;;;;;0;0,86;0,17;0,52;0,62;0,41;0,66;0,33;0,5;0,63;1;
RA-974;;Masculino;Pública;6,62;8,48;;ALFA;ALFA R - G0/G1;66,2;16,2;2;;;;;9;9,1;3,77;8,8;8,8;8,8;;9,34;10;0;;;;7,5;;0,56;0,84;;0,08;0,08;0,06;;;;;0,9;0,91;0,17;0,88;0,88;0,88;0,91;1;0,62;0,67;1;
RA-975;;Feminino;Pública;6,62;7,78;;ALFA;ALFA R - G0/G1;164,6;39,4;3,6;;;;;7,9;9,2;7,52;6,5;7,2;5,8;;7,67;10;0;;;;5,62;;0,56;0,72;;0,19;0,2;0,15;;;;;0,79;0,92;0,67;0,65;0,72;0,58;0,69;1;0,62;0,42;0;
RA-976;;Masculino;Pública;8,4;8,4;;ALFA;ALFA R - G0/G1;54,2;12,6;2;;;;;9,5;9,2;6,27;8,6;9;8,2;;8,34;10;0;;;;5,94;;0,84;0,83;;0,06;0,06;0,06;;;;;0,95;0,92;0,5;0,86;0,9;0,82;0,78;1;0,62;0,46;1;
RA-977;7;Feminino;Pública;6,62;7,17;;ALFA;ALFA R - G0/G1;376,6;96,2;5,8;;;;;8,5;7,4;5,02;5,8;5,7;5,9;;8,09;10;0;;;;5,62;0;0,56;0,61;;0,44;0,5;0,28;;;;;0,85;0,74;0,34;0,58;0,57;0,59;0,74;1;0,62;0,42;0;
RA-978;;Feminino;Pública;6,62;8,39;;ALFA;ALFA R - G0/G1;66,2;16,2;2;;;;;9;9,8;3,77;8,6;8,7;8,5;;9,34;10;0;;;;5,62;;0,56;0,83;;0,08;0,08;0,06;;;;;0,9;0,98;0,17;0,86;0,87;0,85;0,91;1;0,62;0,42;0;
RA-979;8;Masculino;Pública;6,62;8,16;;ALFA;ALFA S - G2/G3;132,6;25;2,2;;;;;9,5;9,6;6,27;6;6;6;;9,51;10;0;;;;5,62;0,05;0,56;0,78;;0,15;0,13;0,07;;;;;0,95;0,96;0,5;0,6;0,6;0,6;0,93;1;0,62;0,42;1;
RA-980;8;Feminino;Pública;6,62;7,14;;ALFA;ALFA S - G2/G3;657,4;102,4;7,4;;;;;0;9,8;5,02;6,3;6,5;6;;9,34;10;0;;;;5,62;0,05;0,56;0,6;;0,76;0,53;0,38;;;;;0;0,98;0,34;0,63;0,65;0,6;0,91;1;0,62;0,42;0;
RA-808;9;Masculino;Pública;8,36;8,19;;ALFA;ALFA S - G2/G3;210,2;57,6;2,6;;;;;10;10;2,52;8,7;8,7;8,7;;9,76;5;-1;;;;7,5;0,1;0,83;0,79;;0,24;0,3;0,09;;;;;1;1;0;0,87;0,87;0,87;0,97;0,33;0,5;0,67;1;
RA-981;7;Feminino;Pública;7,1;7,54;;ALFA;ALFA S - G2/G3;255,8;59,6;3,6;;;;;9,5;9,1;2,52;5,8;5,7;5,8;;9,01;10;0;;;;5,62;0;0,63;0,67;;0,3;0,31;0,15;;;;;0,95;0,91;0;0,58;0,57;0,58;0,87;1;0,62;0,42;0;
RA-982;7;Masculino;Pública;7,2;7,12;;ALFA;ALFA S - G2/G3;428;86,8;6,8;;;;;0;9,1;2,52;8,6;8,7;8,5;;8,84;10;0;;;;5,62;0;0,65;0,6;;0,5;0,45;0,34;;;;;0;0,91;0;0,86;0,87;0,85;0,84;1;0,62;0,42;1;
RA-983;8;Masculino;Pública;6,62;8,35;;ALFA;ALFA S - G2/G3;95;20,4;2,6;;;;;8,5;9,9;2,52;8,8;8,8;8,8;;9,41;10;0;;;;6,25;0,05;0,56;0,82;;0,11;0,1;0,09;;;;;0,85;0,99;0;0,88;0,88;0,88;0,92;1;0,62;0,5;1;
RA-984;8;Feminino;Pública;6,62;8,82;;ALFA;ALFA S - G2/G3;41,2;6,4;1,6;;;;;8;9,8;7,52;8,3;8,3;8,2;;9,84;10;0;;;;6,88;0,05;0,56;0,9;;0,05;0,03;0,04;;;;;0,8;0,98;0,67;0,83;0,83;0,82;0,98;1;0,62;0,58;0;
RA-985;8;Masculino;Pública;6,62;7,62;;ALFA;ALFA S - G2/G3;283;73,8;3,6;;;;;9;9,3;2,52;6,8;7,3;6,2;;8,5;10;0;;;;5,62;0,05;0,56;0,69;;0,33;0,38;0,15;;;;;0,9;0,93;0;0,68;0,73;0,62;0,8;1;0,62;0,42;1;
RA-986;8;Feminino;Pública;6,62;8,01;;ALFA;ALFA S - G2/G3;170;47,6;3,4;;;;;9,5;9,1;2,52;8,3;8,3;8,3;;8,83;10;0;;;;5,62;0,05;0,56;0,76;;0,2;0,24;0,14;;;;;0,95;0,91;0;0,83;0,83;0,83;0,84;1;0,62;0,42;0;
RA-987;8;Masculino;Pública;6,62;7,68;;ALFA;ALFA S - G2/G3;450,8;83,6;6;;;;;0;9,8;6,27;7,3;7,5;7;;9,76;10;0;;;;6,88;0,05;0,56;0,7;;0,52;0,43;0,29;;;;;0;0,98;0,5;0,73;0,75;0,7;0,97;1;0,62;0,58;1;
RA-988;;Feminino;Pública;7,99;7,96;;ALFA;ALFA S - G2/G3;160,6;43;4;;;;;7,9;8,1;7,52;8,5;8,5;8,5;;9,84;5;-1;;;;6,25;;0,77;0,75;;0,19;0,22;0,18;;;;;0,79;0,81;0,67;0,85;0,85;0,85;0,98;0,33;0,5;0,5;0;
RA-989;9;Masculino;Pública;7,65;7,72;;ALFA;ALFA S - G2/G3;289,6;81;3,8;;;;;9,5;8,1;2,52;8,3;8,7;7,8;;10,01;5;-1;;;;7,5;0,1;0,72;0,71;;0,34;0,42;0,16;;;;;0,95;0,81;0;0,83;0,87;0,78;1;0,33;0,5;0,67;1;
RA-677;9;Feminino;Pública;8,36;8,53;;ALFA;ALFA T - G2/G3;108,2;28,6;1,6;;;;;10;8,2;10;8,7;9;8,3;;9,84;5;-1;;;;6,88;0,1;0,83;0,85;;0,12;0,14;0,04;;;;;1;0,82;1;0,87;0,9;0,83;0,98;0,33;0,5;0,58;0;
RA-990;;Masculino;Pública;7,47;7,25;;ALFA;ALFA T - G2/G3;622,8;117,6;7,4;;;;;0;8,5;7,52;7,8;8,3;7,2;;10,01;5;-1;;;;7,5;;0,69;0,62;;0,72;0,61;0,38;;;;;0;0,85;0,67;0,78;0,83;0,72;1;0,33;0,5;0,67;1;
RA-991;9;Feminino;Pública;7,86;7,77;;ALFA;ALFA T - G2/G3;354,6;100;5,2;;;;;10;9,1;3,14;7,7;8;7,3;;9,59;5;-1;;;;6,88;0,1;0,75;0,72;;0,41;0,52;0,25;;;;;1;0,91;0,09;0,77;0,8;0,73;0,94;0,33;0,5;0,58;0;
RA-992;10;Masculino;Pública;7,73;7,27;;ALFA;ALFA T - G2/G3;445,2;128,6;5,2;;;;;9,5;8,2;3,14;8;8,2;7,8;;8,84;5;-2;;;;5;0,15;0,73;0,63;;0,52;0,67;0,25;;;;;0,95;0,82;0,09;0,8;0,82;0,78;0,84;0,33;0,38;0,33;1;
RA-703;11;Masculino;Pública;6,1;6,27;;ALFA;ALFA T - G2/G3;624,4;163,8;10,4;;;;;9,5;8,4;3,14;4,6;4,8;4,3;;6,16;5;-2;;;;6,88;0,2;0,48;0,45;;0,72;0,85;0,55;;;;;0,95;0,84;0,09;0,46;0,48;0,43;0,49;0,33;0,38;0,58;1;
RA-993;8;Feminino;Pública;6,62;8,76;;ALFA;ALFA T - G2/G3;66,2;16,2;2;;;;;9,5;9,8;3,77;8,6;8,5;8,7;;10,01;10;0;;;;7,5;0,05;0,56;0,89;;0,08;0,08;0,06;;;;;0,95;0,98;0,17;0,86;0,85;0,87;1;1;0,62;0,67;0;
RA-674;9;Masculino;Pública;7,86;6,63;;ALFA;ALFA T - G2/G3;606;141,8;9,6;;;;;7,9;8,5;3,77;5,2;5,3;5;;8,67;5;-1;;;;5;0,1;0,75;0,51;;0,7;0,74;0,51;;;;;0,79;0,85;0,17;0,52;0,53;0,5;0,82;0,33;0,5;0,33;1;
RA-994;8;Feminino;Pública;6,62;7,41;;ALFA;ALFA T - G2/G3;255,8;59,6;3,6;;;;;9,5;9,4;3,77;6;6,2;5,7;;7,26;10;0;;;;5,62;0,05;0,56;0,65;;0,3;0,31;0,15;;;;;0,95;0,94;0,17;0,6;0,62;0,57;0,63;1;0,62;0,42;0;
RA-995;;Feminino;Pública;6,56;6,48;;ALFA;ALFA T - G2/G3;600,2;160,8;11;;;;;9,5;7,9;3,77;5,1;5,3;4,8;;7,18;5;-2;;;;6,25;;0,55;0,49;;0,7;0,84;0,59;;;;;0,95;0,79;0,17;0,51;0,53;0,48;0,62;0,33;0,38;0,5;0;
RA-996;9;Masculino;Pública;7,96;8,19;;ALFA;ALFA T - G2/G3;210,2;57,6;2,6;;;;;10;9,2;3,77;8,6;8,7;8,5;;10,01;5;-1;;;;7,5;0,1;0,77;0,79;;0,24;0,3;0,09;;;;;1;0,92;0,17;0,86;0,87;0,85;1;0,33;0,5;0,67;1;
RA-997;8;Masculino;Pública;6,62;7,57;;ALFA;ALFA T - G2/G3;317,4;71,2;5,8;;;;;7,5;8,7;3,77;7,1;7,2;7;;8,6;10;0;;;;5,62;0,05;0,56;0,68;;0,37;0,37;0,28;;;;;0,75;0,87;0,17;0,71;0,72;0,7;0,81;1;0,62;0,42;1;
RA-998;11;Feminino;Pública;7,76;7,98;;ALFA;ALFA U - G2/G3;244,2;68,6;2,8;;;;;9,5;9,3;3,77;7,9;8;7,7;;9,84;5;-2;;;;7,5;0,2;0,74;0,75;;0,28;0,35;0,11;;;;;0,95;0,93;0,17;0,79;0,8;0,77;0,98;0,33;0,38;0,67;0;
RA-999;;Masculino;Pública;7,8;8,04;;ALFA;ALFA U - G2/G3;210,2;57,6;2,6;;;;;9;9,4;3,77;8,3;8,3;8,3;;9,84;5;-1;;;;7,5;;0,74;0,76;;0,24;0,3;0,09;;;;;0,9;0,94;0,17;0,83;0,83;0,83;0,98;0,33;0,5;0,67;1;
RA-750;;Masculino;Pública;6,34;5,69;;ALFA;ALFA U - G2/G3;659;116,6;9;;;;;9,5;7,7;3,14;3,4;3,3;3,5;;6,32;5;-2;;;;4,38;;0,52;0,35;;0,76;0,61;0,47;;;;;0,95;0,77;0,09;0,34;0,33;0,35;0,51;0,33;0,38;0,25;1;
RA-770;;Masculino;Pública;8,14;6,68;;ALFA;ALFA U - G2/G3;613,8;95,8;9,6;;;;;0;8,3;3,77;5,9;6;5,7;;8,92;10;0;;;;6,88;;0,8;0,52;;0,71;0,5;0,51;;;;;0;0,83;0,17;0,59;0,6;0,57;0,85;1;0,62;0,58;1;
RA-771;;Feminino;Pública;7,87;7,06;;ALFA;ALFA U - G2/G3;494;95;8,8;;;;;0;8,8;3,14;8,2;8,2;8,2;;8,59;10;0;;;;6,25;;0,76;0,59;;0,57;0,49;0,46;;;;;0;0,88;0,09;0,82;0,82;0,82;0,81;1;0,62;0,5;0;
RA-1000;8;Feminino;Pública;6,62;7,92;;ALFA;ALFA U - G2/G3;236,8;58,8;2,6;;;;;8,5;9,4;3,77;7;7;7;;8,92;10;0;;;;6,25;0,05;0,56;0,74;;0,27;0,3;0,09;;;;;0,85;0,94;0,17;0,7;0,7;0,7;0,85;1;0,62;0,5;0;
RA-830;9;Feminino;Pública;7,23;6,78;;ALFA;ALFA U - G2/G3;654,8;128;8,4;;;;;0;8,9;3,14;8,3;8,3;8,3;;9,51;5;-1;;;;6,25;0,1;0,66;0,54;;0,76;0,66;0,44;;;;;0;0,89;0,09;0,83;0,83;0,83;0,93;0,33;0,5;0,5;0;
RA-1001;9;Feminino;Pública;7,93;8,12;;ALFA;ALFA U - G2/G3;203,6;54,6;3,4;;;;;9;9,1;7,52;7,8;8,3;7,3;;9,17;5;-1;;;;7,5;0,1;0,76;0,78;;0,24;0,28;0,14;;;;;0,9;0,91;0,67;0,78;0,83;0,73;0,89;0,33;0,5;0,67;0;
RA-1002;9;Feminino;Pública;7,69;7,9;;ALFA;ALFA U - G2/G3;202;51,4;2,4;;;;;9;9,7;7,52;7;7;7;;8,92;5;-1;;;;6,25;0,1;0,73;0,74;;0,23;0,26;0,08;;;;;0,9;0,97;0,67;0,7;0,7;0,7;0,85;0,33;0,5;0,5;0;
RA-1003;8;Masculino;Pública;6,62;7,65;;ALFA;ALFA V - G0/G1;444,4;97,8;5,6;;;;;9;8,5;7,52;4;8;0;;8,75;10;0;;;;7,5;0,05;0,56;0,69;;0,51;0,51;0,27;;;;;0,9;0,85;0,67;0,4;0,8;0;0,83;1;0,62;0,67;1;
RA-835;8;Masculino;Pública;7,26;8,25;;ALFA;ALFA V - G0/G1;105,8;28,6;3,2;;;;;8;8,5;7,52;8,7;8,5;8,9;;7,84;10;0;;;;6,88;0,05;0,66;0,8;;0,12;0,14;0,13;;;;;0,8;0,85;0,67;0,87;0,85;0,89;0,71;1;0,62;0,58;1;
RA-1004;8;Feminino;Pública;8,11;8,31;;ALFA;ALFA V - G0/G1;111,8;20,8;2;;;;;9;9,6;7,52;7,9;6,5;9,2;;7,42;10;0;;;;6,88;0,05;0,79;0,81;;0,13;0,1;0,06;;;;;0,9;0,96;0,67;0,79;0,65;0,92;0,66;1;0,62;0,58;0;
RA-1005;8;Masculino;Pública;8,04;8,43;;ALFA;ALFA V - G0/G1;110,4;27,2;2;;;;;9,5;7,9;7,52;8,8;8,4;9,2;;8,16;10;0;;;;7,5;0,05;0,78;0,83;;0,13;0,14;0,06;;;;;0,95;0,79;0,67;0,88;0,84;0,92;0,75;1;0,62;0,67;1;
RA-1006;8;Feminino;Pública;8,34;8,59;;ALFA;ALFA V - G0/G1;63,6;15,4;2;;;;;9;9,3;7,52;8,7;8,7;8,6;;8;10;0;;;;7,5;0,05;0,83;0,86;;0,07;0,08;0,06;;;;;0,9;0,93;0,67;0,87;0,87;0,86;0,73;1;0,62;0,67;0;
RA-705;10;Masculino;Pública;6,63;6,98;;ALFA;ALFA V - G0/G1;637;107,8;7,6;;;;;0;8,3;6,89;8,8;8,9;8,6;;8,16;5;-2;;;;7,5;0,15;0,56;0,57;;0,74;0,56;0,39;;;;;0;0,83;0,59;0,88;0,89;0,86;0,75;0,33;0,38;0,67;1;
RA-1007;;Masculino;Pública;7,67;8,08;;ALFA;ALFA V - G0/G1;183;48,4;3;;;;;9;7,4;7,52;8,3;8,1;8,5;;7,68;10;0;;;;7,5;;0,72;0,77;;0,21;0,25;0,12;;;;;0,9;0,74;0,67;0,83;0,81;0,85;0,69;1;0,62;0,67;1;
RA-1008;8;Masculino;Pública;7,82;8,14;;ALFA;ALFA V - G0/G1;182,8;48,2;3,2;;;;;9;8,6;7,52;8,4;7,5;9,2;;7,5;10;0;;;;5,94;0,05;0,75;0,78;;0,21;0,25;0,13;;;;;0,9;0,86;0,67;0,84;0,75;0,92;0,67;1;0,62;0,46;1;
RA-729;;Feminino;Pública;8,15;7,27;;ALFA;ALFA V - G0/G1;347;101,4;4,4;;;;;8;9,1;3,77;8,6;8,2;8,9;;7,01;5;-1;;;;6,56;;0,8;0,63;;0,4;0,53;0,2;;;;;0,8;0,91;0,17;0,86;0,82;0,89;0,6;0,33;0,5;0,54;0;
RA-1009;8;Masculino;Pública;7,13;7,24;;ALFA;ALFA Y - G0/G1;538,4;108,6;8;;;;;0;9;3,77;8,8;8,3;9,2;;7,84;10;0;;;;7,5;0,05;0,64;0,62;;0,62;0,56;0,41;;;;;0;0,9;0,17;0,88;0,83;0,92;0,71;1;0,62;0,67;1;
RA-1010;8;Masculino;Pública;6,62;8,71;;ALFA;ALFA Y - G0/G1;78;19,6;2,2;;;;;9,5;10;3,77;9,4;9;9,8;;8,59;10;0;;;;7,81;0,05;0,56;0,88;;0,09;0,1;0,07;;;;;0,95;1;0,17;0,94;0,9;0,98;0,81;1;0,62;0,71;1;
RA-1011;;Masculino;Pública;6,62;7,33;;ALFA;ALFA Y - G0/G1;255,8;59,6;3,6;;;;;9,5;8,6;3,77;5,2;5,5;4,8;;7,68;10;0;;;;7,19;;0,56;0,64;;0,3;0,31;0,15;;;;;0,95;0,86;0,17;0,52;0,55;0,48;0,69;1;0,62;0,63;1;
RA-1012;8;Feminino;Pública;6,62;7,96;;ALFA;ALFA Y - G0/G1;254,8;64;3,4;;;;;10;9,9;3,77;6,6;7;6,2;;7,84;10;0;;;;7,19;0,05;0,56;0,75;;0,29;0,33;0,14;;;;;1;0,99;0,17;0,66;0,7;0,62;0,71;1;0,62;0,63;0;
RA-1013;7;Masculino;Pública;6,62;7,62;;ALFA;ALFA Y - G0/G1;139,8;25,4;2,6;;;;;9;9,6;4,39;8,3;7;9,5;;5,76;10;0;;;;5,62;0;0,56;0,69;;0,16;0,13;0,09;;;;;0,9;0,96;0,25;0,83;0,7;0,95;0,43;1;0,62;0,42;1;
RA-1014;;Feminino;Pública;6,62;8,26;;ALFA;ALFA Y - G0/G1;110,6;25;2,4;;;;;9;9,7;3,77;8,2;7,7;8,7;;8,26;10;0;;;;7,5;;0,56;0,8;;0,13;0,13;0,08;;;;;0,9;0,97;0,17;0,82;0,77;0,87;0,77;1;0,62;0,67;0;
RA-1015;10;Feminino;Pública;7,49;7,54;;FASE 1;1A;376,4;98,2;6,4;;;;;10;9,3;6,27;6,3;5;7,6;;7,79;5;-1;;;;7,34;0,15;0,7;0,67;;0,44;0,51;0,32;;;;;1;0,93;0,5;0,63;0,5;0,76;0,7;0,33;0,5;0,65;0;
RA-734;11;Feminino;Pública;6,95;7,31;;FASE 1;1A;477,8;127,4;7,6;;;;;8,5;8;7,52;6,9;6,8;7;;7,45;5;-1;;;;7,34;0,2;0,61;0,63;;0,55;0,66;0,39;;;;;0,85;0,8;0,67;0,69;0,68;0,7;0,66;0,33;0,5;0,65;0;
RA-687;10;Masculino;Pública;7,7;7,62;;FASE 1;1A;311,6;80,8;4,4;;;;;8;9;7,52;6,9;6,7;7;;8,23;5;-1;;;;7,5;0,15;0,73;0,69;;0,36;0,42;0,2;;;;;0,8;0,9;0,67;0,69;0,67;0,7;0,76;0,33;0,5;0,67;1;
RA-1016;10;Feminino;Pública;7,85;7,76;;FASE 1;1A;318,4;82,6;6,6;;;;;10;9,5;7,52;6,7;5,8;7,5;;7,73;5;-1;;;;7,34;0,15;0,75;0,71;;0,37;0,43;0,33;;;;;1;0,95;0,67;0,67;0,58;0,75;0,7;0,33;0,5;0,65;0;
RA-1017;;Masculino;Pública;7,29;6,51;;FASE 1;1A;654,8;128;8,4;;;;;0;8;5,02;7,7;7;8,3;;8,12;5;-1;;;;7,5;;0,66;0,49;;0,76;0,66;0,44;;;;;0;0,8;0,34;0,77;0,7;0,83;0,75;0,33;0,5;0,67;1;
RA-688;10;Masculino;Pública;7,77;8,04;;FASE 1;1A;151;30,8;4;;;;;8,5;9,3;7,52;8,6;8,2;9;;8,06;5;-1;;;;7,5;0,15;0,74;0,76;;0,17;0,16;0,18;;;;;0,85;0,93;0,67;0,86;0,82;0,9;0,74;0,33;0,5;0,67;1;
RA-1018;;Masculino;Pública;6,62;6,82;;FASE 1;1A;670,2;105,8;7,4;;;;;0;8,5;5,02;6,3;5,8;6,8;;8,06;10;0;;;;7,5;;0,56;0,55;;0,78;0,55;0,38;;;;;0;0,85;0,34;0,63;0,58;0,68;0,74;1;0,62;0,67;1;
RA-696;;Feminino;Pública;7,44;7,17;;FASE 1;1A;598,6;100,6;7,6;;;;;0;9,4;5,02;6,7;5,2;8,2;;8,5;10;0;;;;7,5;;0,69;0,61;;0,69;0,52;0,39;;;;;0;0,94;0,34;0,67;0,52;0,82;0,8;1;0,62;0,67;0;
RA-1019;8;Feminino;Pública;6,62;7,18;;FASE 1;1A;328,2;62;6,8;;;;;7,5;9,1;5,02;4,3;0,5;8;;7,84;10;1;;;;6,88;0,05;0,56;0,61;;0,38;0,32;0,34;;;;;0,75;0,91;0,34;0,43;0,05;0,8;0,71;1;0,75;0,58;0;
RA-514;;Feminino;Pública;7,04;5,82;;FASE 1;1A;706,2;114;11,2;;;;;7,9;7,5;2,52;5,5;4,2;6,8;;5,9;5;-1;;;;5;;0,63;0,37;;0,82;0,59;0,6;;;;;0,79;0,75;0;0,55;0,42;0,68;0,45;0,33;0,5;0,33;0;
